URI,Genre
spotify:track:63OFKbMaZSDZ4wtesuuq6f,rock
spotify:track:63OFKbMaZSDZ4wtesuuq6f,singer-songwriter
spotify:track:63OFKbMaZSDZ4wtesuuq6f,soft rock
spotify:track:0a7dm5jcVp3j0sQeq6GYyN,dark trap
spotify:track:4VqPOruhp5EdPBeR92t6lQ,modern rock
spotify:track:4VqPOruhp5EdPBeR92t6lQ,permanent wave
spotify:track:4VqPOruhp5EdPBeR92t6lQ,rock
spotify:track:4feXJ5IC3avXsVW9WNFSag,australian rock
spotify:track:4feXJ5IC3avXsVW9WNFSag,hard rock
spotify:track:4feXJ5IC3avXsVW9WNFSag,rock
spotify:track:7DD7eSuYSC5xk2ArU62esN,beatlesque
spotify:track:7DD7eSuYSC5xk2ArU62esN,british invasion
spotify:track:7DD7eSuYSC5xk2ArU62esN,classic rock
spotify:track:7DD7eSuYSC5xk2ArU62esN,merseybeat
spotify:track:7DD7eSuYSC5xk2ArU62esN,psychedelic rock
spotify:track:7DD7eSuYSC5xk2ArU62esN,rock
spotify:track:0RSZ0aLVmkByx0xhnzgi0D,lo-fi product
spotify:track:1UcNGD4vchvzw8FhB3Y4RS,afrofuturismo brasileiro
spotify:track:1UcNGD4vchvzw8FhB3Y4RS,brazilian hip hop
spotify:track:1UcNGD4vchvzw8FhB3Y4RS,rap mineiro
spotify:track:3P0ZKM0sJiwYl6LWAgU9YF,brazilian rock
spotify:track:3P0ZKM0sJiwYl6LWAgU9YF,pop rock brasileiro
spotify:track:3P0ZKM0sJiwYl6LWAgU9YF,rock alternativo brasileiro
spotify:track:6Nhs2yx9FszOM4uTLmr63Z,indie rock
spotify:track:6Nhs2yx9FszOM4uTLmr63Z,indietronica
spotify:track:6Nhs2yx9FszOM4uTLmr63Z,irish rock
spotify:track:6Nhs2yx9FszOM4uTLmr63Z,modern alternative rock
spotify:track:6Nhs2yx9FszOM4uTLmr63Z,modern rock
spotify:track:6Nhs2yx9FszOM4uTLmr63Z,northern irish indie
spotify:track:3xV2M8KBtZDtZp42vJReCH,brazilian edm
spotify:track:3xV2M8KBtZDtZp42vJReCH,trance brasileiro
spotify:track:6pul7BJkKcVHIewzPLW2rc,traditional soul
spotify:track:4qABfS1RaGVXdBhj2BQyhO,dance pop
spotify:track:4qABfS1RaGVXdBhj2BQyhO,edm
spotify:track:4qABfS1RaGVXdBhj2BQyhO,pop
spotify:track:4qABfS1RaGVXdBhj2BQyhO,pop dance
spotify:track:4lbGZauKSqiqnOtJ2Gd89r,brazilian edm
spotify:track:7MiZjKawmXTsTNePyTfPyL,edm
spotify:track:7MiZjKawmXTsTNePyTfPyL,electronic trap
spotify:track:2krjNGN2eoPy3cfJLtdZMV,mellow gold
spotify:track:2krjNGN2eoPy3cfJLtdZMV,soft rock
spotify:track:58zsLZPvfflaiIbNWoA22O,neo soul
spotify:track:2ZC8sdv4Kvuql7Q9T8Agzv,bossa nova
spotify:track:2ZC8sdv4Kvuql7Q9T8Agzv,brazilian jazz
spotify:track:2ZC8sdv4Kvuql7Q9T8Agzv,mpb
spotify:track:2ZC8sdv4Kvuql7Q9T8Agzv,samba
spotify:track:3JhNsyNQSyrsHcnFRHZN1e,british singer-songwriter
spotify:track:3JhNsyNQSyrsHcnFRHZN1e,folk-pop
spotify:track:1AWV7dd0iVhkz7u46HPhKd,brazilian hip hop
spotify:track:7Jzsc04YpkRwB1zeyM39wE,garage rock
spotify:track:7Jzsc04YpkRwB1zeyM39wE,modern rock
spotify:track:7Jzsc04YpkRwB1zeyM39wE,permanent wave
spotify:track:7Jzsc04YpkRwB1zeyM39wE,rock
spotify:track:7Jzsc04YpkRwB1zeyM39wE,sheffield indie
spotify:track:7CcdbXemOX3xZhNnqH9xvi,brazilian reggae
spotify:track:7CcdbXemOX3xZhNnqH9xvi,brazilian rock
spotify:track:7CcdbXemOX3xZhNnqH9xvi,reggae tuga
spotify:track:6vgKWE1KV4E7p1Dv75z0kL,brazilian boogie
spotify:track:6vgKWE1KV4E7p1Dv75z0kL,brazilian soul
spotify:track:6vgKWE1KV4E7p1Dv75z0kL,mpb
spotify:track:6HA97v4wEGQ5TUClRM0XLc,german pop
spotify:track:6HA97v4wEGQ5TUClRM0XLc,new wave pop
spotify:track:3FNy4yzOhHhFBeA5p4ofoq,g funk
spotify:track:3FNy4yzOhHhFBeA5p4ofoq,gangster rap
spotify:track:3FNy4yzOhHhFBeA5p4ofoq,hip hop
spotify:track:3FNy4yzOhHhFBeA5p4ofoq,pop rap
spotify:track:3FNy4yzOhHhFBeA5p4ofoq,rap
spotify:track:3FNy4yzOhHhFBeA5p4ofoq,west coast rap
spotify:track:0sHFw13WH3LtSB3yP8UMYJ,lo-fi beats
spotify:track:35w6fQ0Wnuv7aIryRx7gTq,memphis soul
spotify:track:35w6fQ0Wnuv7aIryRx7gTq,soul
spotify:track:35w6fQ0Wnuv7aIryRx7gTq,southern soul
spotify:track:2Gjt4rUHBUH0rMKpBg0hF4,arrocha
spotify:track:4u7EnebtmKWzUH433cf5Qv,classic rock
spotify:track:4u7EnebtmKWzUH433cf5Qv,glam rock
spotify:track:4u7EnebtmKWzUH433cf5Qv,rock
spotify:track:1LUcgsoMfGVBil1DcZ3RVi,brazilian rock
spotify:track:1LUcgsoMfGVBil1DcZ3RVi,rock cearense
spotify:track:3ZOEytgrvLwQaqXreDs2Jx,alternative rock
spotify:track:3ZOEytgrvLwQaqXreDs2Jx,funk metal
spotify:track:3ZOEytgrvLwQaqXreDs2Jx,funk rock
spotify:track:3ZOEytgrvLwQaqXreDs2Jx,permanent wave
spotify:track:3ZOEytgrvLwQaqXreDs2Jx,rock
spotify:track:3JvKfv6T31zO0ini8iNItO,chill pop
spotify:track:6XgIiUn8aEpfXtqruOf3Ng,agronejo
spotify:track:6XgIiUn8aEpfXtqruOf3Ng,sertanejo
spotify:track:6XgIiUn8aEpfXtqruOf3Ng,sertanejo pop
spotify:track:6XgIiUn8aEpfXtqruOf3Ng,sertanejo universitario
spotify:track:12pdXFcruNcPUbZypKUDgz,indie rock
spotify:track:12pdXFcruNcPUbZypKUDgz,modern alternative rock
spotify:track:12pdXFcruNcPUbZypKUDgz,modern rock
spotify:track:12pdXFcruNcPUbZypKUDgz,piano rock
spotify:track:12pdXFcruNcPUbZypKUDgz,stomp and holler
spotify:track:6heHyYyh9HQwcPoZQ36EWf,cloud rap
spotify:track:6heHyYyh9HQwcPoZQ36EWf,dark trap
spotify:track:3FMaoRyUZ07NQIMlCDAEOi,album rock
spotify:track:3FMaoRyUZ07NQIMlCDAEOi,classic rock
spotify:track:3FMaoRyUZ07NQIMlCDAEOi,glam metal
spotify:track:3FMaoRyUZ07NQIMlCDAEOi,hard rock
spotify:track:3FMaoRyUZ07NQIMlCDAEOi,metal
spotify:track:3FMaoRyUZ07NQIMlCDAEOi,rock
spotify:track:4nVOqeA98ZOk7vteS1VJhr,rock-and-roll
spotify:track:4nVOqeA98ZOk7vteS1VJhr,rockabilly
spotify:track:1cxttvflVlYD4QA34tR5Yj,escape room
spotify:track:1cxttvflVlYD4QA34tR5Yj,hip pop
spotify:track:1cxttvflVlYD4QA34tR5Yj,modern alternative rock
spotify:track:6oxlS3jlN3aVslynpnCEe5,bossa nova
spotify:track:6oxlS3jlN3aVslynpnCEe5,brazilian rock
spotify:track:6oxlS3jlN3aVslynpnCEe5,mpb
spotify:track:6oxlS3jlN3aVslynpnCEe5,tropicalia
spotify:track:1ZdhOMWyFR8Iv9eylMGYg2,indie poptimism
spotify:track:1ZdhOMWyFR8Iv9eylMGYg2,pop
spotify:track:68EkhVWIeULhHxcbi1QhzK,pov: indie
spotify:track:20LxTsa6936zOlzTWqoPVt,g funk
spotify:track:20LxTsa6936zOlzTWqoPVt,gangster rap
spotify:track:20LxTsa6936zOlzTWqoPVt,hip hop
spotify:track:20LxTsa6936zOlzTWqoPVt,rap
spotify:track:20LxTsa6936zOlzTWqoPVt,west coast rap
spotify:track:0bvpSvOYt4KTfZIZJmyFOs,album rock
spotify:track:0bvpSvOYt4KTfZIZJmyFOs,classic rock
spotify:track:0bvpSvOYt4KTfZIZJmyFOs,dance rock
spotify:track:0bvpSvOYt4KTfZIZJmyFOs,hard rock
spotify:track:0bvpSvOYt4KTfZIZJmyFOs,new romantic
spotify:track:0bvpSvOYt4KTfZIZJmyFOs,new wave
spotify:track:0bvpSvOYt4KTfZIZJmyFOs,new wave pop
spotify:track:0bvpSvOYt4KTfZIZJmyFOs,rock
spotify:track:0bvpSvOYt4KTfZIZJmyFOs,soft rock
spotify:track:0bvpSvOYt4KTfZIZJmyFOs,synthpop
spotify:track:31AOj9sFz2gM0O3hMARRBx,alternative rock
spotify:track:31AOj9sFz2gM0O3hMARRBx,athens indie
spotify:track:31AOj9sFz2gM0O3hMARRBx,permanent wave
spotify:track:31AOj9sFz2gM0O3hMARRBx,rock
spotify:track:35WsN4yresVdglGIOAgnZy,british indie rock
spotify:track:35WsN4yresVdglGIOAgnZy,britpop
spotify:track:35WsN4yresVdglGIOAgnZy,leeds indie
spotify:track:2nGFzvICaeEWjIrBrL2RAx,british soul
spotify:track:2nGFzvICaeEWjIrBrL2RAx,neo soul
spotify:track:2nGFzvICaeEWjIrBrL2RAx,pop soul
spotify:track:2nGFzvICaeEWjIrBrL2RAx,soul
spotify:track:0PDevveUaHwHXa4UD08VD3,pagode
spotify:track:0PDevveUaHwHXa4UD08VD3,pagode novo
spotify:track:4UCTgh5jvtqoaMX6MAhUNn,dance rock
spotify:track:4UCTgh5jvtqoaMX6MAhUNn,new romantic
spotify:track:4UCTgh5jvtqoaMX6MAhUNn,new wave
spotify:track:4UCTgh5jvtqoaMX6MAhUNn,permanent wave
spotify:track:4UCTgh5jvtqoaMX6MAhUNn,rock
spotify:track:6YUTL4dYpB9xZO5qExPf05,dance pop
spotify:track:6YUTL4dYpB9xZO5qExPf05,edm
spotify:track:6YUTL4dYpB9xZO5qExPf05,electro house
spotify:track:6YUTL4dYpB9xZO5qExPf05,house
spotify:track:6YUTL4dYpB9xZO5qExPf05,pop
spotify:track:6YUTL4dYpB9xZO5qExPf05,progressive house
spotify:track:6YUTL4dYpB9xZO5qExPf05,uk dance
spotify:track:0T4YziOpifV4Eo9XsMPp2X,israeli pop
spotify:track:7w5cxTEzp1rfV3KCy0Bd5N,la indie
spotify:track:7w5cxTEzp1rfV3KCy0Bd5N,stomp and holler
spotify:track:0jWgAnTrNZmOGmqgvHhZEm,new wave pop
spotify:track:0jWgAnTrNZmOGmqgvHhZEm,pop rock
spotify:track:5Ohxk2dO5COHF1krpoPigN,pop
spotify:track:49FYlytm3dAAraYgpoJZux,barbadian pop
spotify:track:49FYlytm3dAAraYgpoJZux,pop
spotify:track:49FYlytm3dAAraYgpoJZux,urban contemporary
spotify:track:3skv0Lg9u0Tqkoqqnb7hR9,brazilian rock
spotify:track:3skv0Lg9u0Tqkoqqnb7hR9,nova mpb
spotify:track:3skv0Lg9u0Tqkoqqnb7hR9,rock alternativo brasileiro
spotify:track:3skv0Lg9u0Tqkoqqnb7hR9,rock baiano
spotify:track:2iUxWUv5TovjBmayOcWohB,brazilian rock
spotify:track:2iUxWUv5TovjBmayOcWohB,hard rock brasileiro
spotify:track:2iUxWUv5TovjBmayOcWohB,mpb
spotify:track:2iUxWUv5TovjBmayOcWohB,pop rock brasileiro
spotify:track:2iUxWUv5TovjBmayOcWohB,rock baiano
spotify:track:70cTMpcgWMcR18t9MRJFjB,dance pop
spotify:track:70cTMpcgWMcR18t9MRJFjB,pop
spotify:track:70cTMpcgWMcR18t9MRJFjB,pop rap
spotify:track:3y60DH8z1RmIF59Oqs8M9x,slowed and reverb
spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,neo mellow
spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,permanent wave
spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,pop rock
spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,post-grunge
spotify:track:6mcxQ1Y3uQRU0IHsvdNLH1,alternative rock
spotify:track:6mcxQ1Y3uQRU0IHsvdNLH1,boston rock
spotify:track:6mcxQ1Y3uQRU0IHsvdNLH1,permanent wave
spotify:track:6mcxQ1Y3uQRU0IHsvdNLH1,rock
spotify:track:39lSeqnyjZJejRuaREfyLL,album rock
spotify:track:39lSeqnyjZJejRuaREfyLL,classic rock
spotify:track:39lSeqnyjZJejRuaREfyLL,dance rock
spotify:track:39lSeqnyjZJejRuaREfyLL,new romantic
spotify:track:39lSeqnyjZJejRuaREfyLL,new wave
spotify:track:39lSeqnyjZJejRuaREfyLL,new wave pop
spotify:track:39lSeqnyjZJejRuaREfyLL,rock
spotify:track:39lSeqnyjZJejRuaREfyLL,soft rock
spotify:track:39lSeqnyjZJejRuaREfyLL,synthpop
spotify:track:4OWa2dOlmtvMDhFrFL0QA1,classic soundtrack
spotify:track:4OWa2dOlmtvMDhFrFL0QA1,french soundtrack
spotify:track:4OWa2dOlmtvMDhFrFL0QA1,vintage french electronic
spotify:track:4U4gPf8EEOh0nSG6P20R9s,brazilian rock
spotify:track:1vcUlV02bvKQn6ryzZqDVL,blues
spotify:track:1vcUlV02bvKQn6ryzZqDVL,blues rock
spotify:track:1vcUlV02bvKQn6ryzZqDVL,electric blues
spotify:track:1vcUlV02bvKQn6ryzZqDVL,modern blues
spotify:track:1vcUlV02bvKQn6ryzZqDVL,modern blues rock
spotify:track:6L5udBtIPqieULPMac3wkh,idol
spotify:track:6L5udBtIPqieULPMac3wkh,post-teen pop
spotify:track:3BBWqSpbGdF2TLH05XJhSZ,afrofuturismo brasileiro
spotify:track:3BBWqSpbGdF2TLH05XJhSZ,brazilian hip hop
spotify:track:3BBWqSpbGdF2TLH05XJhSZ,funk ostentacao
spotify:track:3BBWqSpbGdF2TLH05XJhSZ,hip hop tuga
spotify:track:3BBWqSpbGdF2TLH05XJhSZ,manguebeat
spotify:track:3BBWqSpbGdF2TLH05XJhSZ,pop lgbtq+ brasileira
spotify:track:2U94QDSo9N4e1iXrjo7KAB,agronejo
spotify:track:2U94QDSo9N4e1iXrjo7KAB,arrocha
spotify:track:2U94QDSo9N4e1iXrjo7KAB,sertanejo
spotify:track:2U94QDSo9N4e1iXrjo7KAB,sertanejo universitario
spotify:track:5mkoR8mVrEwpDQc9y54sM2,a cappella
spotify:track:7Hr1Ignop7cymbE3FbOtXa,alternative metal
spotify:track:7Hr1Ignop7cymbE3FbOtXa,nu metal
spotify:track:76tGvMdmFKuiMew33ZNNA9,bedroom pop
spotify:track:76tGvMdmFKuiMew33ZNNA9,dream pop
spotify:track:0Fs9cdPDhptWEDJmiCbkEW,conscious hip hop
spotify:track:0Fs9cdPDhptWEDJmiCbkEW,hip hop
spotify:track:0Fs9cdPDhptWEDJmiCbkEW,north carolina hip hop
spotify:track:0Fs9cdPDhptWEDJmiCbkEW,rap
spotify:track:0Lh8Hr7rPAHicXMTFZsjkZ,pop rock brasileiro
spotify:track:0Lh8Hr7rPAHicXMTFZsjkZ,rock gaucho
spotify:track:0Lh8Hr7rPAHicXMTFZsjkZ,rock nacional brasileiro
spotify:track:6xy6jNeNTYwjnKTDzMyHw2,irish rock
spotify:track:6xy6jNeNTYwjnKTDzMyHw2,pop rock
spotify:track:6xy6jNeNTYwjnKTDzMyHw2,rock
spotify:track:6Rqn2GFlmvmV4w9Ala0I1e,jazz blues
spotify:track:6Rqn2GFlmvmV4w9Ala0I1e,neo soul
spotify:track:6Rqn2GFlmvmV4w9Ala0I1e,soul
spotify:track:6Rqn2GFlmvmV4w9Ala0I1e,soul jazz
spotify:track:6Rqn2GFlmvmV4w9Ala0I1e,torch song
spotify:track:6Rqn2GFlmvmV4w9Ala0I1e,vocal jazz
spotify:track:3vNwY4KaBRnJP4G6UBJPZH,bossa nova
spotify:track:3vNwY4KaBRnJP4G6UBJPZH,brazilian classical
spotify:track:3vNwY4KaBRnJP4G6UBJPZH,brazilian jazz
spotify:track:3vNwY4KaBRnJP4G6UBJPZH,latin classical
spotify:track:3vNwY4KaBRnJP4G6UBJPZH,mpb
spotify:track:3vNwY4KaBRnJP4G6UBJPZH,violao
spotify:track:4iY7fFV4UO8BpfXJG18Gy0,nova mpb
spotify:track:2R67PMh532Dl8KTPjYpJde,swedish soul
spotify:track:2EIaO5knwUA3F2qnf9LV3S,adult standards
spotify:track:2EIaO5knwUA3F2qnf9LV3S,easy listening
spotify:track:2EIaO5knwUA3F2qnf9LV3S,lounge
spotify:track:2EIaO5knwUA3F2qnf9LV3S,rock-and-roll
spotify:track:2EIaO5knwUA3F2qnf9LV3S,vocal jazz
spotify:track:5Fwif6oyL2EjXAFTGL909U,adult standards
spotify:track:5Fwif6oyL2EjXAFTGL909U,british invasion
spotify:track:6RtPijgfPKROxEzTHNRiDp,pop
spotify:track:6RtPijgfPKROxEzTHNRiDp,reggae fusion
spotify:track:15vzANxN8G9wWfwAJLLMCg,electropop
spotify:track:15vzANxN8G9wWfwAJLLMCg,pop
spotify:track:4rmLkydzgiALPSBQs3veCR,brazilian hip hop
spotify:track:4rmLkydzgiALPSBQs3veCR,trap brasileiro
spotify:track:53CJANUxooaqGOtdsBTh7O,lgbtq+ hip hop
spotify:track:2eB7JqIY4hTTSz31h6bjwR,british power metal
spotify:track:2eB7JqIY4hTTSz31h6bjwR,fantasy metal
spotify:track:2eB7JqIY4hTTSz31h6bjwR,metal
spotify:track:2eB7JqIY4hTTSz31h6bjwR,power metal
spotify:track:2eB7JqIY4hTTSz31h6bjwR,speed metal
spotify:track:7z6hfQDZRi8h811eHDmxLZ,brazilian rock
spotify:track:5HDlh6UhT3AMQs935wE1qr,brazilian rock
spotify:track:5HDlh6UhT3AMQs935wE1qr,pop rock brasileiro
spotify:track:5HDlh6UhT3AMQs935wE1qr,rock gaucho
spotify:track:5HDlh6UhT3AMQs935wE1qr,rock nacional brasileiro
spotify:track:32kgOw8wejH7zUhtXCM8DH,album rock
spotify:track:32kgOw8wejH7zUhtXCM8DH,classic rock
spotify:track:32kgOw8wejH7zUhtXCM8DH,glam metal
spotify:track:32kgOw8wejH7zUhtXCM8DH,hard rock
spotify:track:32kgOw8wejH7zUhtXCM8DH,mellow gold
spotify:track:32kgOw8wejH7zUhtXCM8DH,rock
spotify:track:32kgOw8wejH7zUhtXCM8DH,soft rock
spotify:track:3USxtqRwSYz57Ewm6wWRMp,gauze pop
spotify:track:3USxtqRwSYz57Ewm6wWRMp,indietronica
spotify:track:3USxtqRwSYz57Ewm6wWRMp,modern rock
spotify:track:3USxtqRwSYz57Ewm6wWRMp,pov: indie
spotify:track:3USxtqRwSYz57Ewm6wWRMp,shiver pop
spotify:track:0S8ibKBl3tjRmYbZhGHNhG,adult standards
spotify:track:0S8ibKBl3tjRmYbZhGHNhG,easy listening
spotify:track:0S8ibKBl3tjRmYbZhGHNhG,rock-and-roll
spotify:track:0S8ibKBl3tjRmYbZhGHNhG,rockabilly
spotify:track:3NRql0A1Ef4RCvT473iqgD,uk alternative hip hop
spotify:track:56yFJewuZr1kKfYu2O35nx,mpb
spotify:track:56yFJewuZr1kKfYu2O35nx,nova mpb
spotify:track:5NORWMFC27ywGSZxi8uquP,folk-pop
spotify:track:5NORWMFC27ywGSZxi8uquP,modern rock
spotify:track:5NORWMFC27ywGSZxi8uquP,neo mellow
spotify:track:5NORWMFC27ywGSZxi8uquP,stomp and holler
spotify:track:7MnT7msJZg3XBAS0OTfGrB,brazilian rock
spotify:track:7MnT7msJZg3XBAS0OTfGrB,mpb
spotify:track:7MnT7msJZg3XBAS0OTfGrB,rock brasiliense
spotify:track:7MnT7msJZg3XBAS0OTfGrB,rock nacional brasileiro
spotify:track:5O2P9iiztwhomNh8xkR9lJ,boy band
spotify:track:5O2P9iiztwhomNh8xkR9lJ,pop
spotify:track:5O2P9iiztwhomNh8xkR9lJ,post-teen pop
spotify:track:5O2P9iiztwhomNh8xkR9lJ,talent show
spotify:track:2vwlzO0Qp8kfEtzTsCXfyE,pop
spotify:track:5dRQUolXAVX3BbCiIxmSsf,album rock
spotify:track:5dRQUolXAVX3BbCiIxmSsf,power pop
spotify:track:7qfwcqfGOkQYtzjF4UzJHM,big room
spotify:track:7qfwcqfGOkQYtzjF4UzJHM,dance pop
spotify:track:7qfwcqfGOkQYtzjF4UzJHM,edm
spotify:track:7qfwcqfGOkQYtzjF4UzJHM,pop
spotify:track:7qfwcqfGOkQYtzjF4UzJHM,pop dance
spotify:track:2geN6AJAKxZ8XDe5315tHM,album rock
spotify:track:2geN6AJAKxZ8XDe5315tHM,british invasion
spotify:track:2geN6AJAKxZ8XDe5315tHM,classic rock
spotify:track:2geN6AJAKxZ8XDe5315tHM,hard rock
spotify:track:2geN6AJAKxZ8XDe5315tHM,protopunk
spotify:track:2geN6AJAKxZ8XDe5315tHM,psychedelic rock
spotify:track:2geN6AJAKxZ8XDe5315tHM,rock
spotify:track:6Hmj7SrLRbreLVfVS7mV1S,alternative rock
spotify:track:6Hmj7SrLRbreLVfVS7mV1S,baroque pop
spotify:track:6Hmj7SrLRbreLVfVS7mV1S,canadian indie
spotify:track:6Hmj7SrLRbreLVfVS7mV1S,chamber pop
spotify:track:6Hmj7SrLRbreLVfVS7mV1S,indie rock
spotify:track:6Hmj7SrLRbreLVfVS7mV1S,indietronica
spotify:track:6Hmj7SrLRbreLVfVS7mV1S,modern rock
spotify:track:6Hmj7SrLRbreLVfVS7mV1S,permanent wave
spotify:track:6Hmj7SrLRbreLVfVS7mV1S,quebec indie
spotify:track:6Hmj7SrLRbreLVfVS7mV1S,rock
spotify:track:0i19MAZbyn8uTir7FprXId,alternative rock
spotify:track:0i19MAZbyn8uTir7FprXId,melancholia
spotify:track:0i19MAZbyn8uTir7FprXId,permanent wave
spotify:track:0i19MAZbyn8uTir7FprXId,protopunk
spotify:track:0i19MAZbyn8uTir7FprXId,rock
spotify:track:5jzma6gCzYtKB1DbEwFZKH,alternative rock
spotify:track:5jzma6gCzYtKB1DbEwFZKH,permanent wave
spotify:track:5jzma6gCzYtKB1DbEwFZKH,punk
spotify:track:5jzma6gCzYtKB1DbEwFZKH,rock
spotify:track:3zH981CIycqJf9vSyullZv,cloud rap
spotify:track:3zH981CIycqJf9vSyullZv,dark trap
spotify:track:3zH981CIycqJf9vSyullZv,new orleans rap
spotify:track:3zH981CIycqJf9vSyullZv,underground hip hop
spotify:track:5MU0hFRrFjG0IxKOKa1IPp,brazilian house
spotify:track:3kX6cdhy9XQBPL81GvEt0Q,la indie
spotify:track:3kX6cdhy9XQBPL81GvEt0Q,modern alternative rock
spotify:track:3kX6cdhy9XQBPL81GvEt0Q,modern rock
spotify:track:3kX6cdhy9XQBPL81GvEt0Q,rock
spotify:track:3kX6cdhy9XQBPL81GvEt0Q,stomp pop
spotify:track:1YxGchjADbKpi7uve0EzKC,new weird america
spotify:track:0Q7bQszd9Lr699WS2Uo9aq,chillhop
spotify:track:0Q7bQszd9Lr699WS2Uo9aq,lo-fi beats
spotify:track:0Q7bQszd9Lr699WS2Uo9aq,lo-fi chill
spotify:track:0Q7bQszd9Lr699WS2Uo9aq,lo-fi rap
spotify:track:5mVDhLnXTHlBWJnMHXa9Qs,indie psych-pop
spotify:track:6ozdSeARbPqVWRZkQ3RcJJ,reggaeton
spotify:track:6ozdSeARbPqVWRZkQ3RcJJ,trap latino
spotify:track:6ozdSeARbPqVWRZkQ3RcJJ,urbano latino
spotify:track:1op7nM2R2M6FAU6dSCTRWV,bossa nova
spotify:track:1op7nM2R2M6FAU6dSCTRWV,mpb
spotify:track:1op7nM2R2M6FAU6dSCTRWV,samba
spotify:track:1op7nM2R2M6FAU6dSCTRWV,velha guarda
spotify:track:6hIOunhsLUT66KQgZV5dMD,modern dream pop
spotify:track:1Xls3QHvOQ7YLB54R6BvgG,alternative hip hop
spotify:track:36Lb2L21fDT7vtl0r7zpa5,canadian electronic
spotify:track:36Lb2L21fDT7vtl0r7zpa5,canadian house
spotify:track:0SqCqfEs8odbI8gIBUIWwe,japanese chillhop
spotify:track:0SqCqfEs8odbI8gIBUIWwe,lo-fi beats
spotify:track:3dYD57lRAUcMHufyqn9GcI,irish singer-songwriter
spotify:track:3dYD57lRAUcMHufyqn9GcI,modern rock
spotify:track:3dYD57lRAUcMHufyqn9GcI,pop
spotify:track:3dYD57lRAUcMHufyqn9GcI,pov: indie
spotify:track:5wj4E6IsrVtn8IBJQOd0Cl,beatlesque
spotify:track:5wj4E6IsrVtn8IBJQOd0Cl,britpop
spotify:track:5wj4E6IsrVtn8IBJQOd0Cl,madchester
spotify:track:5wj4E6IsrVtn8IBJQOd0Cl,permanent wave
spotify:track:5wj4E6IsrVtn8IBJQOd0Cl,rock
spotify:track:50AwZsz8Muj0bT7hQCasBp,alternative metal
spotify:track:50AwZsz8Muj0bT7hQCasBp,alternative rock
spotify:track:50AwZsz8Muj0bT7hQCasBp,funk metal
spotify:track:50AwZsz8Muj0bT7hQCasBp,funk rock
spotify:track:50AwZsz8Muj0bT7hQCasBp,hard rock
spotify:track:50AwZsz8Muj0bT7hQCasBp,nu metal
spotify:track:50AwZsz8Muj0bT7hQCasBp,post-grunge
spotify:track:50AwZsz8Muj0bT7hQCasBp,rap metal
spotify:track:50AwZsz8Muj0bT7hQCasBp,rock
spotify:track:6Fov34aYnGxPfcAOYEnv8j,canadian electronic
spotify:track:6Fov34aYnGxPfcAOYEnv8j,dutch house
spotify:track:6Fov34aYnGxPfcAOYEnv8j,edm
spotify:track:6Fov34aYnGxPfcAOYEnv8j,electro house
spotify:track:6Fov34aYnGxPfcAOYEnv8j,pop dance
spotify:track:6Fov34aYnGxPfcAOYEnv8j,progressive electro house
spotify:track:6Fov34aYnGxPfcAOYEnv8j,slap house
spotify:track:6s0NHplywwr1IjnQpUpWJk,album rock
spotify:track:6s0NHplywwr1IjnQpUpWJk,blues rock
spotify:track:6s0NHplywwr1IjnQpUpWJk,classic rock
spotify:track:6s0NHplywwr1IjnQpUpWJk,country rock
spotify:track:6s0NHplywwr1IjnQpUpWJk,hard rock
spotify:track:6s0NHplywwr1IjnQpUpWJk,heartland rock
spotify:track:6s0NHplywwr1IjnQpUpWJk,mellow gold
spotify:track:6s0NHplywwr1IjnQpUpWJk,rock
spotify:track:0E9ZjEAyAwOXZ7wJC0PD33,edm
spotify:track:5rvJXgssl9rYf56LcaPcYV,album rock
spotify:track:5rvJXgssl9rYf56LcaPcYV,classic rock
spotify:track:5rvJXgssl9rYf56LcaPcYV,mellow gold
spotify:track:5rvJXgssl9rYf56LcaPcYV,rock
spotify:track:3usVf6rhG6vDjcodeavHde,bossa nova
spotify:track:3usVf6rhG6vDjcodeavHde,mpb
spotify:track:3usVf6rhG6vDjcodeavHde,samba de roda
spotify:track:3usVf6rhG6vDjcodeavHde,tropicalia
spotify:track:14OxJlLdcHNpgsm4DRwDOB,metropopolis
spotify:track:14OxJlLdcHNpgsm4DRwDOB,pop
spotify:track:14OxJlLdcHNpgsm4DRwDOB,swedish electropop
spotify:track:14OxJlLdcHNpgsm4DRwDOB,swedish pop
spotify:track:14OxJlLdcHNpgsm4DRwDOB,swedish synthpop
spotify:track:7v16gEqSNxTRcPoFMGQAfZ,rap lyonnais
spotify:track:6uP0XLqjRqFx8HAfesdcAg,east coast hip hop
spotify:track:6uP0XLqjRqFx8HAfesdcAg,gangster rap
spotify:track:6uP0XLqjRqFx8HAfesdcAg,hardcore hip hop
spotify:track:6uP0XLqjRqFx8HAfesdcAg,hip hop
spotify:track:6uP0XLqjRqFx8HAfesdcAg,rap
spotify:track:2srL4DYBekshpbprS6H0mO,pop rap brasileiro
spotify:track:59eAcAyhYSLi5GKFrgHJzG,new wave pop
spotify:track:0KTdKLiwmurQgFT7Y9mOM7,lo-fi chill
